,Time,Tension,Temperature,Pressure,Altitude
283,48.0,0.06,5.71,99938.29,149.24
284,50.0,0.06,5.71,99941.17,149.0
285,51.0,0.06,5.71,99940.1,149.09
286,52.0,0.06,5.71,99939.1,149.17
287,53.0,0.06,5.71,99935.97,149.43
288,54.0,0.06,5.71,99931.49,149.81
289,55.0,0.06,5.71,99937.46,149.31
290,56.0,0.06,5.71,99940.9,149.02
291,57.0,0.08,5.71,99943.61,148.79
292,58.0,0.09,5.71,99940.08,149.09
293,59.0,0.08,5.72,99940.35,149.06
294,60.0,0.07,5.71,99935.41,149.48
295,61.0,0.07,5.72,99943.3,148.82
296,62.0,0.08,5.72,99938.28,149.24
297,63.0,0.08,5.72,99939.94,149.1
298,64.0,0.06,5.72,99944.6,148.71
299,66.0,0.06,5.72,99941.66,148.95
300,67.0,0.06,5.72,99940.75,149.03
301,68.0,0.06,5.72,99941.0,149.01
302,69.0,0.05,5.72,99937.04,149.34
303,70.0,0.05,5.72,99940.51,149.05
304,71.0,0.06,5.72,99939.28,149.15
305,72.0,0.07,5.72,99940.33,149.07
306,73.0,0.07,5.72,99938.69,149.2
307,74.0,0.06,5.73,99943.96,148.76
308,75.0,0.07,5.73,99935.49,149.47
309,76.0,0.08,5.73,99938.61,149.21
310,77.0,0.08,5.73,99938.77,149.2
311,78.0,0.09,5.72,99935.89,149.44
312,79.0,0.08,5.73,99939.52,149.14
313,80.0,0.1,5.73,99936.82,149.36
314,82.0,0.12,5.73,99938.86,149.19
315,83.0,0.08,5.73,99938.88,149.19
316,84.0,0.07,5.73,99932.32,149.74
317,85.0,0.06,5.73,99936.91,149.35
318,86.0,0.02,5.73,99939.85,149.11
319,87.0,0.02,5.73,99940.92,149.02
320,88.0,0.04,5.74,99942.22,148.91
321,89.0,0.04,5.74,99941.89,148.93
322,90.0,0.05,5.74,99939.18,149.16
323,91.0,0.05,5.74,99940.0,149.09
324,92.0,0.04,5.74,99946.74,148.53
325,93.0,0.05,5.74,99936.96,149.35
326,94.0,0.09,5.74,99945.26,148.65
327,95.0,0.08,5.74,99941.25,148.99
328,96.0,0.07,5.74,99943.71,148.78
329,98.0,0.08,5.74,99939.6,149.13
330,99.0,0.07,5.74,99939.27,149.15
331,100.0,0.06,5.74,99945.35,148.64
332,101.0,0.06,5.74,99943.54,148.8
333,102.0,0.06,5.74,99944.13,148.75
334,103.0,0.05,5.75,99945.91,148.6
335,104.0,0.05,5.75,99943.61,148.79
336,105.0,0.07,5.75,99943.55,148.79
337,106.0,0.06,5.74,99941.33,148.98
338,107.0,0.06,5.75,99941.89,148.93
339,108.0,0.07,5.75,99938.36,149.23
340,109.0,0.07,5.75,99944.03,148.75
341,110.0,0.07,5.75,99942.06,148.92
342,111.0,0.09,5.75,99937.46,149.31
343,112.0,0.1,5.75,99935.74,149.45
344,113.0,0.1,5.76,99938.46,149.22
345,115.0,0.09,5.75,99941.99,148.93
346,116.0,0.1,5.76,99942.89,148.85
347,117.0,0.11,5.75,99935.99,149.43
348,118.0,0.08,5.75,99943.3,148.82
349,119.0,0.05,5.76,99945.33,148.64
350,120.0,0.05,5.76,99945.11,148.66
351,121.0,0.05,5.76,99945.44,148.64
352,122.0,0.08,5.76,99942.3,148.9
353,123.0,0.08,5.76,99941.64,148.96
354,124.0,0.06,5.77,99939.44,149.14
355,125.0,0.3,5.77,99939.92,149.1
356,126.0,0.27,5.77,99941.55,148.96
357,127.0,0.22,5.77,99947.9,148.43
358,128.0,0.23,5.77,99946.26,148.57
359,129.0,0.29,5.77,99950.17,148.24
360,131.0,0.25,5.77,99943.61,148.79
361,132.0,0.25,5.78,99950.75,148.19
362,133.0,0.26,5.78,99953.64,147.95
363,134.0,0.24,5.78,99952.99,148.0
364,135.0,0.24,5.78,99945.03,148.67
365,136.0,0.75,5.78,99936.73,149.37
366,137.0,1.17,5.78,99934.19,149.58
367,138.0,1.04,5.78,99928.17,150.12
368,139.0,0.91,5.78,99929.0,150.02
369,140.0,1.13,5.79,99928.27,150.08
370,141.0,1.06,5.79,99930.25,149.91
371,142.0,1.03,5.79,99920.47,150.74
372,143.0,0.96,5.79,99922.78,150.54
373,144.0,1.01,5.79,99919.66,150.98
374,145.0,0.98,5.8,99921.89,150.62
375,147.0,0.83,5.8,99918.05,150.94
376,148.0,0.82,5.81,99917.21,151.01
377,149.0,0.66,5.81,99913.03,151.36
378,150.0,0.86,5.81,99915.16,151.18
379,151.0,0.69,5.81,99916.57,151.31
380,152.0,0.89,5.81,99913.28,151.34
381,153.0,0.76,5.82,99910.23,151.6
382,154.0,0.67,5.82,99915.24,151.18
383,155.0,0.74,5.82,99922.32,150.58
384,156.0,0.77,5.83,99920.75,150.71
385,157.0,0.89,5.83,99905.16,151.75
386,158.0,0.87,5.83,99916.66,151.06
387,159.0,0.75,5.83,99907.05,151.86
388,160.0,0.73,5.83,99905.39,152.0
389,161.0,0.74,5.84,99906.97,151.87
390,163.0,0.74,5.84,99909.42,151.67
391,164.0,0.76,5.84,99902.13,152.28
392,165.0,0.84,5.85,99909.42,151.67
393,166.0,0.74,5.86,99892.35,153.1
394,167.0,0.76,5.86,99906.32,151.93
395,168.0,1.01,5.87,99902.11,152.28
396,169.0,1.38,5.87,99883.57,153.84
397,170.0,1.52,5.87,99881.93,153.98
398,171.0,1.31,5.87,99865.57,155.36
399,172.0,1.36,5.88,99863.11,155.56
400,173.0,1.62,5.89,99863.77,155.51
401,174.0,1.42,5.89,99860.41,155.79
402,175.0,1.41,5.89,99855.97,156.16
403,176.0,1.93,5.89,99844.57,157.13
404,177.0,1.76,5.9,99842.74,157.28
405,179.0,1.58,5.9,99832.65,158.13
406,180.0,1.81,5.91,99826.51,158.64
407,181.0,2.13,5.91,99822.71,158.96
408,182.0,3.12,5.92,99821.91,159.03
409,183.0,2.63,5.92,99815.5,159.57
410,184.0,2.77,5.93,99816.95,159.45
411,185.0,2.8,5.95,99803.0,160.62
412,186.0,2.96,5.94,99813.2,159.77
413,187.0,3.04,5.95,99798.65,160.99
414,188.0,3.08,5.95,99793.89,161.5
415,189.0,4.09,5.95,99793.24,161.45
416,190.0,3.99,5.95,99783.55,162.26
417,191.0,3.83,5.95,99782.41,162.36
418,192.0,3.88,5.96,99781.82,162.41
419,193.0,4.23,5.96,99776.57,162.85
420,195.0,4.42,5.97,99755.94,164.59
421,196.0,4.54,5.98,99762.11,164.07
422,197.0,4.65,5.97,99751.6,164.95
423,198.0,4.59,5.97,99741.5,165.81
424,199.0,4.83,5.98,99737.22,166.17
425,200.0,5.65,5.99,99726.64,167.06
426,201.0,5.47,5.99,99720.89,167.54
427,202.0,5.69,6.0,99717.02,167.87
428,203.0,5.76,6.0,99705.69,168.82
429,204.0,6.35,6.0,99699.05,169.38
430,205.0,6.18,6.0,99692.64,169.92
431,206.0,6.67,6.01,99683.25,170.71
432,207.0,6.78,6.01,99684.02,170.65
433,208.0,6.66,6.02,99685.39,170.54
434,209.0,7.11,6.02,99672.67,171.61
435,210.0,7.64,6.02,99673.98,171.5
436,212.0,8.51,6.02,99664.79,172.27
437,213.0,8.56,6.03,99662.33,172.48
438,214.0,8.57,6.03,99660.86,172.6
439,215.0,8.04,6.04,99651.49,173.39
440,216.0,8.44,6.04,99652.39,173.32
441,217.0,8.14,6.04,99657.24,172.91
442,218.0,8.91,6.05,99648.27,173.67
443,219.0,7.89,6.05,99648.52,173.64
444,220.0,8.69,6.05,99650.89,173.44
445,221.0,8.61,6.05,99645.64,173.89
446,222.0,8.85,6.05,99638.18,174.52
447,223.0,8.29,6.06,99630.19,175.19
448,224.0,8.72,6.06,99638.58,174.48
449,225.0,8.84,6.06,99629.47,175.25
450,226.0,9.07,6.07,99630.38,175.17
451,228.0,8.43,6.07,99636.35,174.67
452,229.0,9.08,6.07,99636.35,174.67
453,230.0,8.01,6.07,99635.94,174.7
454,231.0,9.19,6.08,99640.61,174.31
455,232.0,9.22,6.09,99629.69,175.23
456,233.0,12.12,6.09,99617.3,176.28
457,234.0,11.84,6.09,99546.03,182.29
458,235.0,11.63,6.09,99472.53,188.49
459,236.0,10.67,6.09,99395.27,195.02
460,237.0,10.61,6.1,99329.07,200.62
461,238.0,10.18,6.1,99275.46,205.15
462,239.0,11.8,6.1,99194.5,212.0
463,240.0,10.32,6.11,99119.61,218.34
464,241.0,11.74,6.11,99042.18,224.9
465,242.0,10.88,6.1,98971.57,230.88
466,244.0,11.77,6.11,98889.89,237.81
467,245.0,10.94,6.11,98808.13,244.75
468,246.0,10.76,6.12,98726.17,251.71
469,247.0,11.21,6.12,98647.35,258.41
470,248.0,10.68,6.12,98578.81,264.24
471,249.0,10.88,6.11,98507.59,270.3
472,250.0,11.67,6.13,98442.02,275.89
473,251.0,11.27,6.12,98357.17,283.11
474,252.0,11.36,6.12,98286.25,289.16
475,253.0,11.1,6.13,98214.44,295.28
476,254.0,11.04,6.13,98135.97,302.32
477,255.0,10.73,6.14,98056.24,308.79
478,256.0,11.59,6.14,97984.83,314.89
479,257.0,10.46,6.14,97910.07,321.29
480,258.0,11.24,6.13,97841.78,327.13
481,260.0,11.07,6.14,97772.52,333.06
482,261.0,11.21,6.13,97709.24,338.48
483,262.0,11.67,6.14,97636.64,344.7
484,263.0,11.37,6.14,97563.82,350.95
485,264.0,11.1,6.15,97495.33,356.82
486,265.0,11.58,6.14,97420.33,363.26
487,266.0,11.83,6.14,97343.28,369.88
488,267.0,11.62,6.15,97280.82,375.25
489,268.0,11.56,6.14,97198.05,382.37
490,269.0,11.48,6.14,97115.91,389.44
491,270.0,11.34,6.15,97039.18,396.05
492,271.0,11.28,6.14,96971.66,401.87
493,272.0,11.93,6.15,96896.58,408.34
494,273.0,11.11,6.14,96822.67,414.72
495,274.0,10.91,6.16,96756.06,420.47
496,276.0,10.83,6.15,96668.71,428.02
497,277.0,11.04,6.15,96603.72,433.64
498,278.0,11.31,6.14,96535.53,439.53
499,279.0,11.49,6.15,96455.55,446.46
500,280.0,11.13,6.15,96390.16,452.12
501,281.0,11.0,6.15,96315.75,458.57
502,282.0,10.37,6.16,96252.85,464.02
503,283.0,10.71,6.15,96173.07,470.94
504,284.0,11.44,6.15,96108.55,476.54
505,285.0,10.98,6.15,96040.3,482.47
506,286.0,10.93,6.15,95963.03,489.19
507,287.0,11.0,6.15,95891.87,495.37
508,288.0,11.43,6.15,95816.08,501.97
509,289.0,11.27,6.15,95732.83,509.22
510,290.0,11.34,6.15,95673.55,514.38
511,291.0,11.06,6.15,95590.55,521.62
512,293.0,10.97,6.15,95508.22,528.8
513,294.0,10.69,6.15,95440.72,534.7
514,295.0,10.87,6.15,95366.1,541.21
515,296.0,11.25,6.14,95303.8,546.66
516,297.0,11.38,6.14,95231.8,552.95
517,298.0,11.22,6.14,95154.57,559.71
518,299.0,11.24,6.14,95082.17,566.05
519,300.0,11.13,6.14,95004.5,572.86
520,301.0,11.25,6.14,94947.28,578.26
521,302.0,11.21,6.14,94873.07,584.38
522,303.0,10.89,6.14,94804.95,590.36
523,304.0,11.14,6.13,94737.66,596.27
524,305.0,11.15,6.13,94654.63,603.57
525,306.0,10.95,6.13,94604.35,607.99
526,307.0,11.14,6.13,94517.78,615.61
527,309.0,11.38,6.13,94446.33,621.9
528,310.0,11.15,6.13,94361.53,629.37
529,311.0,10.86,6.13,94289.89,635.68
530,312.0,11.04,6.12,94210.98,642.65
531,313.0,11.18,6.12,94140.46,648.84
532,314.0,11.05,6.12,94056.89,656.25
533,315.0,10.64,6.12,93994.47,661.77
534,316.0,10.49,6.12,93937.85,666.78
535,317.0,10.82,6.13,93852.97,674.29
536,318.0,11.03,6.12,93775.16,681.18
537,319.0,11.11,6.12,93705.17,687.38
538,320.0,10.86,6.12,93627.75,694.24
539,321.0,11.23,6.11,93571.7,699.21
540,322.0,11.23,6.11,93487.85,706.66
541,323.0,10.96,6.11,93417.05,712.95
542,325.0,11.13,6.11,93337.02,720.06
543,326.0,11.11,6.11,93266.82,726.3
544,327.0,11.35,6.1,93200.39,732.22
545,328.0,11.31,6.11,93108.85,740.37
546,329.0,10.8,6.1,93048.72,745.73
547,330.0,10.54,6.1,92972.85,752.49
548,331.0,10.91,6.1,92905.74,758.48
549,332.0,10.72,6.1,92833.19,764.96
550,333.0,10.66,6.1,92767.0,770.87
551,334.0,10.9,6.1,92686.5,778.07
552,335.0,11.26,6.09,92623.91,783.66
553,336.0,11.06,6.09,92540.27,791.15
554,337.0,10.84,6.09,92475.23,796.97
555,338.0,10.95,6.09,92400.47,803.67
556,339.0,11.21,6.09,92341.0,809.01
557,341.0,11.48,6.08,92257.57,816.49
558,342.0,11.12,6.08,92181.8,823.29
559,343.0,10.9,6.08,92107.1,830.0
560,344.0,10.66,6.07,92025.21,837.37
561,345.0,11.07,6.07,91950.67,844.07
562,346.0,11.32,6.06,91869.96,851.34
563,347.0,10.75,6.07,91803.67,857.31
564,348.0,10.2,6.08,91730.58,863.9
565,349.0,10.7,6.07,91673.83,869.02
566,350.0,10.65,6.06,91611.96,874.6
567,351.0,10.7,6.06,91550.0,880.2
568,352.0,11.01,6.05,91480.16,886.51
569,353.0,10.84,6.05,91415.75,892.33
570,354.0,10.29,6.05,91361.98,897.24
571,355.0,9.77,6.05,91292.28,903.5
572,356.0,10.78,6.05,91240.15,908.22
573,358.0,11.16,6.05,91168.05,914.75
574,359.0,11.3,6.04,91098.25,921.08
575,360.0,11.01,6.05,91019.16,928.25
576,361.0,10.82,6.04,90950.21,934.51
577,362.0,11.14,6.04,90874.03,941.43
578,363.0,10.85,6.04,90798.22,948.32
579,364.0,11.03,6.03,90729.46,954.58
580,365.0,11.11,6.03,90662.28,960.69
581,366.0,11.18,6.03,90591.63,967.12
582,367.0,11.18,6.02,90527.02,973.01
583,368.0,11.24,6.02,90454.57,979.62
584,369.0,11.34,6.01,90374.94,986.88
585,370.0,11.42,6.01,90307.46,993.04
586,371.0,11.29,6.01,90235.88,999.58
587,372.0,11.02,6.0,90159.71,1006.54
588,374.0,11.09,6.0,90083.76,1013.49
589,375.0,10.95,6.0,89998.44,1021.3
590,376.0,10.59,6.0,89933.21,1027.28
591,377.0,10.42,6.0,89880.85,1032.07
592,378.0,10.95,5.99,89800.93,1039.4
593,379.0,11.07,5.99,89747.36,1044.32
594,380.0,11.27,5.99,89673.02,1051.14
595,381.0,11.15,5.98,89606.86,1057.22
596,382.0,11.37,5.98,89525.98,1064.66
597,383.0,11.08,5.98,89444.47,1072.16
598,384.0,10.99,5.98,89366.55,1079.33
599,385.0,10.83,5.97,89286.61,1086.7
600,386.0,10.92,5.97,89213.58,1093.43
601,387.0,11.01,5.96,89146.37,1099.63
602,388.0,10.89,5.96,89075.16,1106.2
603,390.0,11.32,5.95,88996.03,1113.51
